Word,Low,High,Avg
eaned,1,895,396.246615656
scans,1,941,396.254071022
toons,1,1058,396.320973121
dorty,1,1130,396.332156170
nimps,1,1069,396.367078674
mongs,1,1070,396.377673141
roque,1,859,396.461055523
drily,1,1012,396.471257603
fural,1,923,396.494997057
imams,1,841,396.516382186
merel,1,952,396.572689818
ketes,1,945,396.726898175
raird,1,972,396.728663920
addle,1,834,396.757700608
erugo,1,901,396.784579164
knaur,1,971,396.827349421
sweer,1,882,396.835393369
flews,1,863,396.859525211
vapor,1,929,396.914263292
dawgs,1,983,397.227584854
porer,1,992,397.271924662
fadge,1,897,397.348440259
hovel,1,928,397.396507750
grued,1,1061,397.498724740
blend,1,953,397.544045517
tahas,1,1028,397.567588778
waldo,1,960,397.582499510
upled,1,1024,397.687463214
vasty,1,846,397.738866000
tachi,1,1009,397.756131057
rakhi,1,917,397.756915833
sycee,1,838,397.896998234
bowie,1,846,397.907004120
kemps,1,930,398.143025309
mense,1,810,398.150480675
zoril,1,984,398.156758878
gnash,1,853,398.219344713
musit,1,996,398.248185207
aigas,1,883,398.276633314
facto,1,924,398.307631940
hauld,1,1060,398.440455170
felid,1,1001,398.461251717
nkosi,1,897,398.469099470
bland,1,1074,398.481067294
dirty,1,1121,398.556013341
pseud,1,786,398.557190504
fecit,1,928,398.583088091
napoh,1,948,398.598195017
pongs,1,1088,398.652344516
mercy,1,938,398.691387090
unlit,1,1100,398.695703355
unsod,1,901,398.742593683
direr,1,1035,398.861094762
cornu,1,1124,398.862075731
sibyl,1,984,398.898175397
speug,1,842,398.914851874
unket,1,905,399.011771630
mulai,1,835,399.017657446
irids,1,899,399.028055719
panim,1,1050,399.046694134
keels,1,929,399.052776143
meynt,1,900,399.053364724
tronk,1,1054,399.088679615
algin,1,958,399.092211105
patly,1,1084,399.130272709
moany,1,991,399.259760644
grass,1,832,399.273494212
glibs,1,1037,399.274278988
piety,1,936,399.313713949
baghs,1,979,399.336276241
nomad,1,930,399.366293898
dedal,1,834,399.382185599
flaws,1,986,399.442024720
lordy,1,1041,399.475573867
woker,1,939,399.513635472
perle,1,1008,399.544634098
recte,1,1004,399.601922700
potin,1,1137,399.688640377
enter,1,877,399.752599568
quois,1,944,399.875809300
amido,1,920,399.905238376
slurs,1,878,399.913086129
seifs,1,848,399.950362959
pocan,1,937,399.973513832
invar,1,880,399.981361585
poilu,1,1080,399.994702766
squat,1,898,399.999215225
bawds,1,976,400.061408672
grisy,1,904,400.156366490
teths,1,896,400.277221895
brass,1,848,400.313517756
nasus,1,912,400.353345105
bauks,1,1004,400.355307043
gawds,1,983,400.358446145
elite,1,990,400.381597018
phage,1,808,400.399450657
ruche,1,932,400.418089072
jarul,1,966,400.481263488
habit,1,1024,400.561506769
creel,1,924,400.582303316
chola,1,940,400.628605062
whios,1,1000,400.631940357
thrid,1,1111,400.637433785
oafos,1,842,400.687463214
almas,1,981,400.690013734
skelf,1,842,400.718658034
crore,1,942,400.724936237
homed,1,999,400.826172258
unaus,1,912,400.862075731
bobas,1,822,400.876201687
yolks,1,1023,400.901706886
pyran,1,983,400.908181283
gnaws,1,960,400.910535609
sally,1,966,400.989209339
stogy,1,964,401.041200706
pivos,1,990,401.045909358
aglee,1,855,401.059250540
fogie,1,875,401.087110065
hecks,1,904,401.114577202
audio,1,974,401.241122229
foyle,1,879,401.312340593
figos,1,988,401.328428487
tomin,1,1141,401.360211889
kazis,1,935,401.390033353
chiao,1,881,401.438885619
entre,1,877,401.519325093
devot,1,973,401.570531685
queso,1,805,401.654895036
balls,1,1023,401.737296449
kohen,1,887,401.746321366
gaily,1,1071,401.757112027
nappe,1,855,401.776731411
grese,1,781,401.824602707
seths,1,896,401.846968805
tasca,1,923,401.853247008
inorb,1,1024,401.901706886
bantu,1,1068,401.903080243
begot,1,897,401.921130077
sessa,1,703,401.935844614
afars,1,894,401.950559152
genic,1,936,401.959780263
balun,1,1090,401.988032176
wisha,1,764,402.028448107
banco,1,994,402.049048460
apnea,1,855,402.083186188
moped,1,1027,402.102609378
honda,1,913,402.120463017
duple,1,1024,402.166960957
tabun,1,1068,402.181479302
goeth,1,934,402.203649205
fault,1,1073,402.238964097
kyloe,1,843,402.241907004
bacon,1,994,402.258583480
gambe,1,860,402.337257210
refly,1,887,402.365509123
pitsu,1,1045,402.392583873
basis,1,859,402.425544438
linns,1,1028,402.466156563
xeric,1,948,402.487149304
dozer,1,1020,402.492250343
bowet,1,969,402.527565234
coven,1,948,402.527761428
ferny,1,924,402.642534824
mikra,1,906,402.708455954
saman,1,988,402.758485384
milfs,1,1066,402.794781244
lunge,1,901,402.794977438
quasi,1,700,402.805964293
soaks,1,882,402.915832843
wheat,1,837,402.923288209
neebs,1,864,402.938787522
wanks,1,1043,403.020404159
dicot,1,1119,403.058073376
updos,1,1039,403.087894840
batts,1,1003,403.100255052
round,1,1107,403.103394153
culms,1,1075,403.151069256
pinot,1,1137,403.176378262
odors,1,919,403.267608397
mesne,1,810,403.291740239
pluds,1,1065,403.337845792
amlas,1,981,403.341573475
ticks,1,1105,403.372572101
adsum,1,784,403.375907397
etyma,1,912,403.412791838
statu,1,898,403.467529920
fetid,1,993,403.533843437
urban,1,956,403.538552089
agger,1,844,403.595448303
issue,1,673,403.632725132
veldt,1,999,403.658622719
pryan,1,983,403.659603688
drier,1,1035,403.692171866
klieg,1,977,403.718069453
loury,1,1048,403.824014126
leeks,1,929,403.852266039
jerid,1,1014,404.049244654
cabin,1,1051,404.089464391
franc,1,1033,404.187168923
packs,1,1057,404.191092800
feels,1,927,404.209535021
forma,1,882,404.222483814
waged,1,935,404.261330194
works,1,1020,404.373553070
shiai,1,838,404.417108103
cnida,1,987,404.489503630
fiery,1,848,404.492054149
oxine,1,836,404.609181872
merch,1,996,404.659799882
nills,1,1028,404.668432411
heths,1,896,404.733764960
alley,1,804,404.749656661
stilt,1,1023,404.761232097
fetes,1,956,404.782224838
pyins,1,1052,404.890916225
regar,1,844,404.892289582
clove,1,920,404.908377477
films,1,1066,404.944084756
unapt,1,1010,405.028644301
dolci,1,1105,405.059250540
pinto,1,1137,405.098293114
picey,1,943,405.114969590
prang,1,1038,405.129095546
wheal,1,828,405.183441240
foray,1,872,405.228958211
musca,1,835,405.250735727
napas,1,1029,405.252109084
baisa,1,859,405.261918776
goose,1,746,405.263292133
cyano,1,943,405.287227781
pense,1,858,405.407494605
dript,1,1111,405.416715715
urged,1,1061,405.469491858
vraic,1,962,405.487737885
joled,1,997,405.491661762
vitro,1,1043,405.493819894
sybil,1,984,405.560525799
doxie,1,867,405.607416127
final,1,987,405.633902295
small,1,981,405.711987444
jeton,1,848,405.736904061
thaim,1,1017,405.880910339
bykes,1,883,405.885618992
stich,1,1082,405.915440455
tozed,1,995,405.918579557
kaiks,1,948,405.927800667
wurst,1,927,406.000588582
ekkas,1,826,406.035903473
golfs,1,1038,406.105748479
ceric,1,952,406.188346086
globe,1,902,406.201687267
scowl,1,987,406.204433981
slick,1,1041,406.398273494
steep,1,909,406.454384932
sposa,1,825,406.481263488
nimbs,1,1052,406.593878752
demes,1,977,406.617029625
slash,1,961,406.649597803
thief,1,991,406.658818913
purda,1,970,406.667647636
conks,1,1088,406.783794389
whole,1,882,406.826368452
guyse,1,720,406.897194428
boose,1,759,406.904061212
ylike,1,904,406.973317638
flops,1,1040,407.003335295
rhyta,1,987,407.022366098
shunt,1,1091,407.025309005
sutta,1,898,407.027270944
yacks,1,979,407.065528742
bilge,1,957,407.095154012
newsy,1,736,407.148322543
decim,1,995,407.188346086
laura,1,988,407.205414950
mixer,1,971,407.237590740
lifey,1,946,407.258975868
aleem,1,845,407.272905631
alaps,1,1011,407.281538160
taxon,1,935,407.328624681
downs,1,1063,407.423582500
zebra,1,857,407.472630959
tenon,1,869,407.510300177
miaow,1,778,407.528546204
thigs,1,1110,407.573278399
ruban,1,956,407.593290171
cozie,1,891,407.625073573
taths,1,1028,407.691975672
deoch,1,975,407.719639003
shell,1,811,407.775161860
hongs,1,1080,407.813027271
cepes,1,961,407.837943889
flims,1,1066,407.856189916
subha,1,871,407.867176771
davit,1,1030,407.881695115
ceroc,1,942,407.902295468
romer,1,979,407.946242888
sleys,1,821,407.995291348
planh,1,1055,407.998234255
skers,1,849,408.057484795
citee,1,1024,408.060427703
shuba,1,871,408.092407298
pekau,1,751,408.139493820
aburn,1,956,408.209338827
dunce,1,1014,408.219737100
albee,1,872,408.227388660
still,1,1023,408.289385913
seres,1,938,408.320973121
wahey,1,817,408.326270355
theic,1,920,408.454188738
abeer,1,866,408.511869727
brosy,1,905,408.575436531
third,1,1111,408.605454189
chard,1,1054,408.625073573
gigas,1,883,408.692368060
kylie,1,904,408.742986070
yourt,1,1127,408.744948009
pasch,1,964,408.812438689
bisom,1,891,408.832450461
adnex,1,876,408.888169511
snool,1,968,408.933686482
vives,1,903,408.989994114
wroke,1,939,409.014518344
bleak,1,838,409.015106926
appel,1,828,409.064743967
eases,1,871,409.077692760
howls,1,1055,409.215224642
tungs,1,1100,409.249950952
dried,1,1035,409.311163429
firks,1,1008,409.390818128
alays,1,966,409.414753777
oonts,1,1058,409.423190112
front,1,1094,409.428683539
prier,1,1003,409.587011968
syces,1,838,409.710614087
smalm,1,981,409.716892290
ycled,1,1022,409.749460467
botew,1,969,409.816558760
quair,1,839,409.833431430
unwet,1,937,409.833431430
vagus,1,974,409.835589562
avows,1,834,409.870512066
panty,1,1121,409.891897194
moors,1,990,409.901118305
witan,1,999,409.927212086
tenno,1,869,409.934667451
dicto,1,1119,409.950166765
topee,1,992,409.994898960
rumps,1,1007,410.166176182
mings,1,1084,410.250147145
piton,1,1137,410.283107710
cobia,1,954,410.287423975
demic,1,995,410.305473808
rebar,1,866,410.312929174
preif,1,911,410.343535413
nacho,1,990,410.350990779
rafty,1,1065,410.366686286
weels,1,952,410.436335099
vault,1,1077,410.456739258
vison,1,913,410.469884246
dolls,1,1023,410.475573867
furan,1,974,410.488718854
slung,1,1030,410.493231313
gaunt,1,1095,410.501471454
mirly,1,1045,410.543653129
sakis,1,948,410.620757308
timon,1,1141,410.630174613
romeo,1,979,410.661958015
sewel,1,952,410.716696096
milpa,1,993,410.742593683
rewth,1,989,410.746517559
hinau,1,891,410.747302335
masts,1,990,410.782028644
runer,1,970,410.845987836
rodeo,1,1040,410.876201687
huger,1,1005,410.884834216
ammos,1,818,410.896605847
oliva,1,887,410.903276437
manly,1,1136,410.914655680
ugali,1,904,410.947812439
manty,1,1140,410.988620757
total,1,895,411.093584461
keets,1,945,411.170492447
scrub,1,940,411.249754758
drawn,1,1039,411.273298018
jupes,1,947,411.302923288
medic,1,995,411.351775554
rimer,1,975,411.375122621
knule,1,888,411.430449284
slaps,1,1011,411.530704336
until,1,1100,411.530704336
axmen,1,857,411.538748283
lovey,1,937,411.656464587
imbar,1,871,411.703943496
raver,1,961,411.778497155
miasm,1,841,411.782813420
boree,1,1067,411.785363940
truly,1,1023,411.806552874
plaps,1,1011,411.810084363
ottar,1,818,411.820678831
firma,1,927,411.845399254
hardy,1,1066,411.858740436
indol,1,1059,411.865214832
vicar,1,962,411.901510693
calif,1,1080,411.946635276
donsy,1,924,411.969197567
buist,1,1025,411.984108299
dools,1,1023,412.054345694
snots,1,1058,412.150284481
piths,1,1159,412.186187954
shiny,1,1011,412.219344713
pests,1,909,412.225230528
wadge,1,935,412.268589366
navew,1,938,412.316853051
solds,1,1023,412.359819502
roper,1,992,412.392583873
bowel,1,966,412.406906023
phial,1,989,412.435942711
touze,1,878,412.445556210
choir,1,1101,412.476751030
slays,1,966,412.562880126
swang,1,960,412.593486365
gland,1,1100,412.612909555
bialy,1,1048,412.639788111
nmoli,1,1107,412.694722386
mudar,1,1002,412.724543849
didos,1,982,412.746713753
dolos,1,1023,412.750245242
lowps,1,1083,412.765352168
unsaw,1,824,412.766529331
radix,1,954,412.766725525
expos,1,875,412.824210320
rawly,1,1009,412.837551501
kells,1,929,412.886796155
platy,1,1084,412.991759859
odums,1,1032,412.999607612
asura,1,761,413.004512458
wises,1,857,413.029429076
guard,1,1044,413.102216990
women,1,942,413.104963704
zoaea,1,690,413.120266824
reune,1,970,413.125367863
soxes,1,868,413.154404552
acene,1,855,413.210908377
sapan,1,1029,413.243280361
lists,1,1023,413.270551305
aioli,1,943,413.281341966
suing,1,1070,413.283107710
hella,1,783,413.317834020
turrs,1,1021,413.326074161
gonys,1,1045,413.341377281
lotta,1,895,413.343927801
eughs,1,901,413.345301158
dross,1,919,413.358446145
routh,1,1131,413.458505003
varve,1,961,413.494408476
ooids,1,982,413.512458309
geste,1,876,413.523837552
three,1,1081,413.532273887
aceta,1,851,413.569746910
backs,1,1036,413.577790857
roded,1,1040,413.611928585
kembs,1,917,413.625858348
hiped,1,1043,413.644692957
faked,1,910,413.666078085
gesso,1,746,413.773396115
crank,1,1073,413.848538356
abhor,1,865,413.882676084
scuse,1,856,413.887777124
unbar,1,956,413.929958799
scody,1,952,413.957818325
guids,1,1073,413.980576810
yapon,1,962,413.993525603
quiet,1,938,414.006278203
kakis,1,948,414.012752600
chota,1,934,414.094957818
lunks,1,1087,414.150873063
grebo,1,921,414.161075142
fogle,1,937,414.161467530
sakia,1,948,414.240337453
dinks,1,1085,414.304689033
hoyed,1,962,414.402393565
while,1,944,414.417892878
malik,1,1075,414.432803610
bolks,1,1087,414.436531293
flees,1,927,414.453600157
scroo,1,936,414.602118893
datum,1,1078,414.696095743
rezes,1,914,414.718265646
darzi,1,961,414.751226211
scyes,1,838,414.789876398
jodel,1,997,414.808514813
alkin,1,981,414.818716892
dwelt,1,947,414.834216206
uhlan,1,999,414.851677457
stock,1,1038,414.862468119
serre,1,938,414.889150481
abate,1,826,414.908966058
diode,1,868,414.909358446
chode,1,975,415.032568177
budis,1,1060,415.040023543
yirrs,1,922,415.047282715
joule,1,904,415.053953306
adbot,1,864,415.056503826
gobar,1,931,415.076515597
gests,1,876,415.082597606
shall,1,961,415.127722190
coady,1,995,415.201294879
gyral,1,978,415.301746125
pengo,1,914,415.349617422
serer,1,938,415.379046498
perch,1,1023,415.397292525
veles,1,981,415.408867962
murti,1,1107,415.411614675
embus,1,882,415.419070041
birdo,1,1104,415.421424367
knawe,1,852,415.437512262
banns,1,1017,415.442417108
heath,1,810,415.453600157
tumor,1,1116,415.467529920
capex,1,907,415.483029233
stems,1,831,415.501079066
ickle,1,932,415.514812635
guiro,1,1039,415.579556602
rexes,1,922,415.581126153
lived,1,1063,415.593486365
melam,1,829,415.718461840
begad,1,864,415.756523445
duads,1,935,415.759662547
unica,1,905,415.790661173
lyric,1,1017,415.792819305
toted,1,1018,415.841671572
sabal,1,1023,415.856974691
eikon,1,1033,415.868746321
pizer,1,991,415.965666078
deems,1,977,415.990190308
finds,1,1070,416.018049833
paean,1,855,416.032175790
pardy,1,1096,416.032960565
glaze,1,845,416.100451246
fetwa,1,787,416.124975476
potsy,1,990,416.201098686
valid,1,1060,416.236217383
blaze,1,861,416.254267216
dimps,1,1103,416.260349225
beamy,1,844,416.281930547
chide,1,1012,416.289582107
dinge,1,1063,416.316853051
icier,1,952,416.405532666
boric,1,1112,416.417108103
plish,1,1020,416.432607416
sexer,1,922,416.462625074
ducat,1,1000,416.515205023
grrls,1,924,416.609770453
bicep,1,1010,416.645477732
limpa,1,993,416.691190897
meeds,1,977,416.711987444
hutia,1,932,416.727290563
spell,1,873,416.753188150
softy,1,1043,416.795958407
biont,1,1187,416.847753581
lathy,1,1115,416.851285070
pinda,1,994,416.915244261
mowra,1,916,416.969001373
sight,1,1110,416.981753973
aware,1,906,417.048656072
curfs,1,1004,417.049440848
suede,1,929,417.110849519
kithe,1,956,417.208750245
tanto,1,963,417.232097312
dopey,1,999,417.287031587
monks,1,1124,417.297233667
funis,1,1101,417.322150284
slebs,1,871,417.366293898
raree,1,983,417.370413969
aiyoh,1,965,417.377869335
pyrus,1,987,417.410437512
decoy,1,933,417.464783206
sklim,1,1055,417.688640377
barfi,1,970,417.788699235
pirre,1,1003,417.827153227
reird,1,1035,417.871100647
yowls,1,1038,417.875809300
mardy,1,1104,417.879733176
unrid,1,1119,417.948008633
pukas,1,1001,418.019030802
deign,1,1063,418.027467138
vilde,1,1063,418.056307632
albid,1,963,418.091230135
kelty,1,898,418.145379635
selfs,1,927,418.163625662
bloke,1,908,418.167941927
giust,1,1041,418.172454385
kuyas,1,924,418.180694526
about,1,950,418.187168923
chafe,1,828,418.187561311
kinds,1,1085,418.205611144
mimer,1,975,418.221110457
carta,1,1127,418.229742986
agate,1,816,418.242103198
rider,1,1035,418.262311163
bruhs,1,1005,418.285854424
pirrs,1,1034,418.423582500
rybat,1,1019,418.426721601
debag,1,864,418.482048264
erick,1,888,418.548754169
pegma,1,830,418.579752796
razee,1,972,418.614479105
borak,1,932,418.622915440
annus,1,912,418.697665293
fells,1,927,418.705120659
toidy,1,1165,418.719835197
doily,1,1159,418.761035903
deter,1,1086,418.818716892
misgo,1,901,418.861094762
wrapt,1,1061,418.866784383
ahind,1,991,418.897586816
jeers,1,913,418.989013145
gismo,1,901,419.047478909
kendo,1,953,419.092995880
nowed,1,1015,419.120070630
carat,1,1127,419.188934667
ivies,1,903,419.205022562
tecum,1,936,419.225819109
derro,1,1040,419.311359623
rangy,1,1076,419.401020208
corgi,1,1113,419.428094958
rebab,1,866,419.454188738
primo,1,1087,419.464390818
loxed,1,1014,419.483421621
kenaf,1,818,419.499509515
amity,1,979,419.504021974
antar,1,990,419.532862468
gyves,1,896,419.656072199
fosse,1,786,419.659211301
cyber,1,1007,419.695899549
genom,1,908,419.741612713
kilps,1,1128,419.763586423
pings,1,1123,419.778889543
feens,1,906,419.787522072
hocus,1,1112,419.852854620
ledum,1,1011,419.879340789
doled,1,1022,419.898567785
atmas,1,990,419.921130077
aitch,1,1009,419.922503433
fitna,1,994,419.942122817
pewit,1,977,419.976260545
smirs,1,963,420.003139101
nocks,1,1088,420.079458505
algid,1,994,420.103001766
rooms,1,990,420.108887581
prank,1,1060,420.127525996
agals,1,1008,420.238964097
cheap,1,874,420.275848538
wembs,1,935,420.300372768
hoors,1,985,420.305277614
linty,1,1171,420.325485580
frows,1,1010,420.397292525
oxids,1,964,420.428683539
abeng,1,803,420.451834412
osmic,1,831,420.456543065
plows,1,1083,420.503041005
gnome,1,908,420.518344124
sorry,1,960,420.570727879
giver,1,1025,420.577987051
frosh,1,884,420.621738277
fouat,1,968,420.631155582
gowls,1,1077,420.642534824
sownd,1,1063,420.652736904
beset,1,900,420.692956641
vulns,1,1086,420.701785364
plaig,1,1058,420.719835197
flogs,1,1038,420.779478124
yests,1,786,420.816951148
lusty,1,981,420.819697861
supes,1,968,420.849715519
pedes,1,1026,420.891897194
quads,1,935,420.906023151
wince,1,980,420.913870904
slags,1,1008,420.962330783
spiny,1,1052,420.967235629
faurd,1,1076,420.972925250
leves,1,981,421.015106926
mawps,1,1083,421.087110065
grove,1,1002,421.164606631
remet,1,1035,421.178340200
loled,1,1022,421.188346086
budos,1,1066,421.196586227
blebs,1,871,421.200117716
slojd,1,996,421.285658230
amiss,1,841,421.346674514
akker,1,856,421.384539925
nowds,1,1063,421.388856190
pasts,1,1032,421.460859329
metta,1,804,421.462036492
metre,1,1035,421.472827153
glued,1,1063,421.473415735
eathe,1,1024,421.488326467
field,1,1001,421.501275260
phota,1,900,421.501471454
cerci,1,952,421.511477340
flyte,1,965,421.517166961
sofas,1,842,421.527369041
metif,1,943,421.528546204
liana,1,1076,421.535412988
comps,1,1128,421.563272513
plaud,1,1069,421.577987051
pepla,1,828,421.583480479
hacks,1,1066,421.609966647
sleek,1,929,421.665097116
virge,1,1025,421.697272906
douks,1,1109,421.728271532
ulpan,1,988,421.848734550
ovule,1,852,421.892485776
muley,1,999,421.977045321
clang,1,1115,421.998430449
reave,1,961,422.102216990
srsly,1,883,422.113596233
pashm,1,981,422.236021189
kehua,1,764,422.345497351
ouzel,1,852,422.349028840
asses,1,703,422.369629194
prore,1,992,422.411810869
reeaf,1,885,422.437708456
sunna,1,912,422.491857956
pumie,1,909,422.503237198
mudra,1,1002,422.523052776
antra,1,990,422.675887777
unlap,1,988,422.689228958
criss,1,930,422.714734157
pinge,1,999,422.766529331
frust,1,943,422.896409653
spall,1,1011,422.914851874
tubed,1,1078,422.987443594
bevan,1,874,422.998234255
riper,1,1003,423.015106926
maaed,1,997,423.076123210
minge,1,982,423.077300373
apple,1,828,423.162448499
hawms,1,1047,423.164018050
wield,1,998,423.169707671
troll,1,1039,423.221699039
delph,1,1057,423.277025701
taint,1,1102,423.339415342
chefs,1,879,423.385520895
hazed,1,925,423.504218168
snoot,1,1058,423.510300177
fined,1,1082,423.522464195
wells,1,952,423.555817147
purge,1,1026,423.567196390
hests,1,896,423.578379439
palsa,1,1011,423.593878752
nurrs,1,950,423.666078085
sibia,1,859,423.744359427
songy,1,1045,423.774573278
doole,1,1022,423.827153227
chain,1,1055,423.940749460
cross,1,936,423.955267805
weise,1,857,424.035707279
spues,1,968,424.074946047
meter,1,1035,424.124975476
foyne,1,895,424.167745733
meshy,1,791,424.188934667
shris,1,984,424.200902492
smirr,1,963,424.307239553
nrtta,1,990,424.311752011
looed,1,1022,424.318226408
blanc,1,1118,424.390033353
natch,1,1143,424.393368648
gryce,1,965,424.483225427
arvee,1,961,424.515205023
basij,1,840,424.533843437
gerle,1,1030,424.568765941
mirth,1,1170,424.590543457
clout,1,1176,424.614086718
raiah,1,1018,424.668628605
vague,1,854,424.703943496
purin,1,1144,424.738277418
bongs,1,1103,424.760643516
munds,1,1076,424.772415146
redox,1,1027,424.778104768
deawy,1,873,424.779870512
moxie,1,883,424.819109280
colls,1,1069,424.873258780
resew,1,882,424.900725917
chirl,1,1061,424.932116932
hings,1,1104,424.955267805
japed,1,951,424.989013145
utter,1,988,425.042966451
prize,1,991,425.043751226
risus,1,912,425.064547773
cogue,1,1000,425.128310771
gusto,1,980,425.147341573
wauks,1,1037,425.316264469
white,1,980,425.319992152
snipy,1,1052,425.347263096
maria,1,1018,425.358249951
spats,1,1032,425.397096331
dempt,1,1050,425.411614675
ponks,1,1149,425.423386306
nanto,1,963,425.457327840
pheon,1,975,425.495978026
torii,1,1109,425.606042770
chiro,1,1101,425.614086718
piums,1,1154,425.716107514
burps,1,1061,425.792623112
doted,1,1018,425.795173632
luged,1,1063,425.812242496
radii,1,972,425.837747695
cools,1,1069,425.940749460
tints,1,1128,426.012752600
perdy,1,1092,426.016284089
misty,1,973,426.032960565
lemma,1,829,426.098881695
debur,1,1093,426.146949186
noyau,1,953,426.213655091
weets,1,978,426.234647832
derpy,1,1092,426.270158917
kefir,1,970,426.385324701
perne,1,1066,426.389248578
todos,1,1074,426.394153424
ormer,1,979,426.534628213
spets,1,909,426.540317834
heeds,1,974,426.549538944
bests,1,900,426.613694330
sekts,1,945,426.662154208
treed,1,1086,426.672356288
slabs,1,1023,426.752207181
ruach,1,1047,426.783794389
cebid,1,1043,426.858740436
otaku,1,792,426.909358446
smack,1,1022,426.951540122
gynos,1,1045,426.999607612
andic,1,987,427.067098293
caput,1,1129,427.162252305
tania,1,1102,427.163821856
ewers,1,882,427.275848538
genip,1,999,427.281341966
kawed,1,943,427.284873455
coked,1,1031,427.327251324
corny,1,1185,427.336080047
aswim,1,753,427.338238179
gasts,1,994,427.417696684
flips,1,1126,427.451442025
narky,1,1086,427.453992545
judas,1,917,427.516578379
mourn,1,1150,427.543260742
doven,1,1057,427.595252109
pepsi,1,800,427.628408868
trayf,1,1065,427.662742790
geest,1,876,427.680400235
waked,1,943,427.799097508
basso,1,822,427.846968805
chasm,1,937,427.849323131
algas,1,1008,427.855405140
vinal,1,1021,427.887973318
aunty,1,1023,427.935648421
shans,1,986,427.944280950
moups,1,1167,427.954679223
fohns,1,1106,427.985285462
ontic,1,1113,428.007455366
recco,1,942,428.072395527
cleik,1,932,428.100255052
piper,1,1003,428.100843634
cleft,1,902,428.124779282
adlib,1,963,428.140670983
march,1,1151,428.144006278
conex,1,977,428.158720816
yodhs,1,1034,428.286246812
puker,1,1036,428.367471061
redug,1,1061,428.373749264
buyer,1,1009,428.452030606
smowt,1,1107,428.511869727
omasa,1,818,428.554443790
guano,1,883,428.575240337
funts,1,1135,428.640965274
leper,1,1008,428.643123406
erevs,1,892,428.672748676
todde,1,1018,428.683931725
scoup,1,1078,428.741416520
frass,1,894,428.874043555
tubal,1,1041,428.880517952
kokas,1,882,428.881106533
rozit,1,1089,428.944673337
chant,1,1143,428.950755346
toque,1,891,428.965077497
serrs,1,938,428.988228370
keens,1,929,429.014910732
minke,1,981,429.034530116
thuds,1,1121,429.035314891
abear,1,866,429.124779282
omlah,1,939,429.142829115
birrs,1,1014,429.216794193
deink,1,1060,429.287227781
seers,1,938,429.297626055
afion,1,990,429.387679027
toing,1,1205,429.426133019
takas,1,1094,429.426329213
jubes,1,959,429.446537179
fecks,1,937,429.459093584
aleye,1,906,429.467726113
enoki,1,1033,429.492446537
silky,1,1057,429.516185992
order,1,1040,429.597017854
runic,1,1111,429.612713361
flary,1,1027,429.639591917
poult,1,1198,429.640769080
homey,1,929,429.645673926
fouds,1,1095,429.681969786
souls,1,1102,429.712183637
sirih,1,984,429.715911320
glike,1,977,429.856974691
atimy,1,979,429.919364332
skeet,1,945,430.056307632
maxed,1,987,430.064940161
hoven,1,974,430.075534628
thurl,1,1000,430.075927016
hyper,1,1013,430.136943300
bowls,1,1104,430.149107318
kalas,1,1105,430.181086914
bilks,1,1123,430.186580341
fakir,1,1022,430.340592505
sangs,1,1045,430.366686286
knave,1,900,430.446929566
blabs,1,1023,430.496958995
llano,1,968,430.566215421
kaphs,1,1089,430.598195017
natto,1,963,430.598587404
soldo,1,1023,430.609181872
solus,1,1102,430.625073573
atomy,1,921,430.677457328
guide,1,977,430.689817540
withe,1,980,430.750441436
kafir,1,1022,430.783205807
parch,1,1150,430.902295468
vamps,1,1090,430.950166765
ataps,1,1032,431.029036688
pruno,1,1144,431.073376496
world,1,1114,431.073572690
porth,1,1197,431.090641554
atoll,1,895,431.097900726
rhyme,1,982,431.113988621
smoor,1,990,431.139297626
sizes,1,916,431.162056111
dills,1,1065,431.266823622
maror,1,1004,431.267216009
seize,1,916,431.268589366
atopy,1,878,431.286443006
mopus,1,1167,431.300568962
spans,1,1029,431.302530901
vogie,1,894,431.364528154
deeps,1,1026,431.393761036
mazed,1,985,431.446537179
nagas,1,1045,431.449283892
colle,1,947,431.465567981
psoas,1,825,431.494604669
benty,1,937,431.505787718
pibal,1,1025,431.520306062
tweak,1,860,431.622915440
eagle,1,1034,431.650971160
ngram,1,1039,431.652540710
faith,1,1096,431.684912694
uncia,1,905,431.737688837
tryer,1,1021,431.742201295
syens,1,882,431.754757701
roops,1,1032,431.794781244
glows,1,1077,431.795173632
slunk,1,1087,431.799882284
natal,1,1077,431.850500294
padas,1,1067,431.863449088
retem,1,1035,431.874828330
props,1,1032,431.922111046
syrup,1,987,431.929762605
stays,1,937,431.995291348
rewax,1,896,432.008436335
scads,1,955,432.014910732
porty,1,1192,432.018246027
yedes,1,953,432.029232882
sieve,1,903,432.045713165
halsh,1,961,432.055326663
allot,1,895,432.148714930
gusli,1,979,432.239160290
katas,1,1094,432.266235040
lanai,1,1076,432.267804591
repel,1,1008,432.301353737
quote,1,891,432.304492839
biped,1,1081,432.432803610
devil,1,1063,432.463017461
grume,1,1017,432.543260742
podge,1,1036,432.544437905
sakai,1,948,432.555228566
leuch,1,964,432.567981165
cribo,1,1112,432.620168727
decyl,1,1022,432.631547969
gloam,1,981,432.631940357
elfin,1,981,432.636060428
iched,1,1012,432.662154208
zesty,1,764,432.705120659
rebud,1,1093,432.738277418
blued,1,1098,432.740239356
cramp,1,1112,432.750245242
essay,1,772,432.751226211
silds,1,1065,432.782813420
